frame_idx,elapsed_s,timestamp_iso,detected_posture,display_label,frame_state,confidence,deviation_score,duration_in_state_s,cheek_distance,eye_distance,shoulder_width,eye_line_tilt,shoulder_tilt_deg,eye_symmetry_ratio,cheek_symmetry_ratio,chin_alignment_offset,hand_face_score,chin_occlusion,cheek_distance_pct,eye_distance_pct,eye_line_tilt_delta_deg,shoulder_width_pct,candidates_json
0,0.0,2026-05-26T11:13:31.542412,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.188609,0.119821,0.401518,-3.988,-7.9532,0.124183,0.095436,0.001563,0.0,0.0,-1.99,-1.85,-2.07,5.42,[]
1,0.044,2026-05-26T11:13:31.542412,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.188625,0.119833,0.401533,-3.9874,-7.9522,0.124155,0.095437,0.014817,0.0,0.0,-1.98,-1.84,-2.07,5.43,[]
2,0.232,2026-05-26T11:13:31.542412,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.18867,0.119866,0.401574,-3.986,-7.9505,0.124093,0.095462,0.012427,0.0,0.0,-1.96,-1.81,-2.07,5.44,[]
3,0.438,2026-05-26T11:13:31.542412,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.188752,0.119924,0.40165,-3.9834,-7.9468,0.124023,0.095516,0.012366,0.0,0.0,-1.92,-1.77,-2.07,5.46,[]
4,0.635,2026-05-26T11:13:31.542412,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.188875,0.120011,0.401766,-3.9795,-7.9416,0.123945,0.095603,0.012293,0.0,0.0,-1.85,-1.7,-2.06,5.49,[]
5,0.824,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.189041,0.120128,0.401927,-3.9741,-7.9308,0.12387,0.095727,0.012991,0.0,0.0,-1.77,-1.6,-2.06,5.53,[]
6,1.032,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.189252,0.120277,0.402134,-3.9671,-7.9143,0.123774,0.095864,0.012897,0.0,0.0,-1.66,-1.48,-2.05,5.59,[]
7,1.233,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.189505,0.120457,0.402389,-3.9584,-7.8918,0.12366,0.096003,0.012796,0.0,0.0,-1.53,-1.33,-2.04,5.65,[]
8,1.426,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.189801,0.120666,0.402691,-3.948,-7.8635,0.123545,0.096133,0.012688,0.0,0.0,-1.37,-1.16,-2.03,5.73,[]
9,1.817,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.190221,0.120966,0.402782,-3.9333,-7.8296,0.123258,0.09639,0.011681,0.0,0.0,-1.16,-0.91,-2.02,5.76,[]
10,2.023,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.190665,0.121283,0.402827,-3.9179,-7.7898,0.123155,0.096523,0.011565,0.0,0.0,-0.92,-0.65,-2.0,5.77,[]
11,2.216,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.191132,0.121617,0.402855,-3.9018,-7.7464,0.123086,0.096675,0.010668,0.0,0.0,-0.68,-0.38,-1.98,5.78,[]
12,2.406,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.191621,0.121966,0.402887,-3.8852,-7.7,0.12303,0.096845,0.010551,0.0,0.0,-0.43,-0.09,-1.97,5.78,[]
13,2.622,2026-05-26T11:13:31.543423,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.192127,0.122327,0.402939,-3.8686,-7.651,0.122997,0.097032,0.010435,0.0,0.0,-0.16,0.2,-1.95,5.8,[]
14,2.804,2026-05-26T11:13:31.544931,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.192649,0.1227,0.40302,-3.8518,-7.5998,0.122984,0.097221,0.010317,0.0,0.0,0.11,0.51,-1.93,5.82,[]
15,3.016,2026-05-26T11:13:31.544931,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.193186,0.123085,0.403136,-3.8352,-7.546,0.122962,0.097393,0.010197,0.0,0.0,0.39,0.82,-1.92,5.85,[]
16,3.219,2026-05-26T11:13:31.545440,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.193734,0.123478,0.403294,-3.8187,-7.4889,0.122933,0.09756,0.010075,0.0,0.0,0.67,1.14,-1.9,5.89,[]
17,3.414,2026-05-26T11:13:31.545440,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.194291,0.123879,0.40349,-3.8027,-7.428,0.122909,0.09772,0.010734,0.0,0.0,0.96,1.47,-1.89,5.94,[]
18,3.608,2026-05-26T11:13:31.545440,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.194854,0.124286,0.40373,-3.7873,-7.3631,0.122877,0.097859,0.010609,0.0,0.0,1.25,1.81,-1.87,6.01,[]
19,3.808,2026-05-26T11:13:31.545440,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.195423,0.124698,0.404009,-3.7727,-7.2945,0.122864,0.098002,0.010485,0.0,0.0,1.55,2.14,-1.86,6.08,[]
20,4.004,2026-05-26T11:13:31.545440,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.195996,0.125114,0.404328,-3.7589,-7.2217,0.122841,0.098133,0.01036,0.0,0.0,1.85,2.48,-1.84,6.16,[]
21,4.195,2026-05-26T11:13:31.546443,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.196572,0.125533,0.404686,-3.746,-7.1452,0.12281,0.098237,0.010231,0.0,0.0,2.14,2.83,-1.83,6.26,[]
22,4.407,2026-05-26T11:13:31.546443,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.197149,0.125954,0.405079,-3.7337,-7.0656,0.122772,0.098319,0.010883,0.0,0.0,2.44,3.17,-1.82,6.36,[]
23,4.596,2026-05-26T11:13:31.546443,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.197726,0.126375,0.405503,-3.7222,-6.9829,0.122729,0.098382,0.010752,0.0,0.0,2.74,3.52,-1.8,6.47,[]
24,4.789,2026-05-26T11:13:31.546443,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.198304,0.126798,0.405954,-3.7114,-6.898,0.12268,0.098427,0.009838,0.0,0.0,3.04,3.86,-1.79,6.59,[]
25,5.001,2026-05-26T11:13:31.546443,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.19888,0.12722,0.406425,-3.7013,-6.8115,0.122626,0.098451,0.010487,0.0,0.0,3.34,4.21,-1.78,6.71,[]
26,5.196,2026-05-26T11:13:31.547552,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.199454,0.127642,0.406918,-3.6923,-6.7234,0.122543,0.098455,0.009572,0.0,0.0,3.64,4.55,-1.78,6.84,[]
27,5.399,2026-05-26T11:13:31.547552,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.200025,0.128062,0.407432,-3.6842,-6.634,0.122461,0.098444,0.009439,0.0,0.0,3.94,4.9,-1.77,6.98,[]
28,5.6,2026-05-26T11:13:31.547552,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.200594,0.128482,0.407966,-3.6772,-6.5437,0.122389,0.098433,0.009308,0.0,0.0,4.23,5.24,-1.76,7.12,[]
29,5.805,2026-05-26T11:13:31.547552,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.201158,0.128899,0.408518,-3.6711,-6.4528,0.122326,0.098424,0.009179,0.0,0.0,4.53,5.58,-1.75,7.26,[]
30,5.995,2026-05-26T11:13:31.547552,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.201717,0.129314,0.409089,-3.666,-6.3618,0.12226,0.0984,0.00905,0.0,0.0,4.82,5.92,-1.75,7.41,[]
31,6.195,2026-05-26T11:13:31.547552,forward_head_only,거북목 경향,WARNING,0.5071,5.6841,0.0,0.202271,0.129726,0.409678,-3.6619,-6.2716,0.122169,0.098357,0.009702,0.0,0.0,5.11,6.26,-1.74,7.57,"[{""p"": ""forward_head_only"", ""dev"": 5.684, ""ratio"": 1.021}]"
32,6.393,2026-05-26T11:13:31.547552,forward_head_only,거북목 경향,WARNING,0.5099,5.9953,0.198,0.202821,0.130137,0.410284,-3.6587,-6.1826,0.121992,0.098266,0.009571,0.0,0.0,5.39,6.6,-1.74,7.73,"[{""p"": ""forward_head_only"", ""dev"": 5.995, ""ratio"": 1.078}]"
33,6.596,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5152,6.3036,0.401,0.203366,0.130544,0.410902,-3.6564,-6.0948,0.121808,0.09815,0.008658,0.0,0.0,5.68,6.93,-1.74,7.89,"[{""p"": ""forward_head_only"", ""dev"": 6.304, ""ratio"": 1.135}]"
34,6.791,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5225,6.6096,0.596,0.203907,0.130948,0.411527,-3.655,-6.0078,0.121642,0.098037,0.008529,0.0,0.0,5.96,7.26,-1.74,8.05,"[{""p"": ""forward_head_only"", ""dev"": 6.61, ""ratio"": 1.191}]"
35,6.983,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5315,6.9125,0.788,0.204442,0.131348,0.412158,-3.6546,-5.9218,0.121491,0.097926,0.008402,0.0,0.0,6.23,7.59,-1.74,8.22,"[{""p"": ""forward_head_only"", ""dev"": 6.912, ""ratio"": 1.247}]"
36,7.175,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5418,7.2124,0.98,0.204972,0.131744,0.412797,-3.6552,-5.8368,0.121351,0.097809,0.008274,0.0,0.0,6.51,7.91,-1.74,8.39,"[{""p"": ""forward_head_only"", ""dev"": 7.212, ""ratio"": 1.302}]"
37,7.381,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5534,7.509,1.186,0.205496,0.132136,0.413441,-3.6568,-5.7532,0.121221,0.097688,0.008147,0.0,0.0,6.78,8.24,-1.74,8.55,"[{""p"": ""forward_head_only"", ""dev"": 7.509, ""ratio"": 1.356}]"
38,7.577,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5659,7.8035,1.382,0.206016,0.132525,0.414091,-3.6593,-5.6709,0.121087,0.097562,0.00802,0.0,0.0,7.05,8.55,-1.74,8.73,"[{""p"": ""forward_head_only"", ""dev"": 7.803, ""ratio"": 1.41}]"
39,7.783,2026-05-26T11:13:31.548548,forward_head_only,거북목 경향,WARNING,0.5792,8.094,1.588,0.206529,0.132909,0.414741,-3.6624,-5.5896,0.120961,0.097435,0.008676,0.0,0.0,7.32,8.87,-1.75,8.9,"[{""p"": ""forward_head_only"", ""dev"": 8.094, ""ratio"": 1.464}]"
40,7.972,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,WARNING,0.5932,8.3814,1.777,0.207036,0.133289,0.415392,-3.6657,-5.509,0.120832,0.097306,0.008551,0.0,0.0,7.58,9.18,-1.75,9.07,"[{""p"": ""forward_head_only"", ""dev"": 8.381, ""ratio"": 1.516}]"
41,8.167,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,BAD_POSTURE,0.6076,8.6656,0.0,0.207537,0.133665,0.416042,-3.669,-5.429,0.120699,0.097173,0.007646,0.0,0.0,7.84,9.49,-1.75,9.24,"[{""p"": ""forward_head_only"", ""dev"": 8.666, ""ratio"": 1.569}]"
42,8.376,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,BAD_POSTURE,0.6225,8.9468,0.209,0.208033,0.134037,0.416689,-3.6722,-5.3499,0.120572,0.097046,0.008303,0.0,0.0,8.1,9.79,-1.75,9.41,"[{""p"": ""recline"", ""dev"": 8.1, ""ratio"": 1.013}, {""p"": ""forward_head_only"", ""dev"": 8.947, ""ratio"": 1.62}]"
43,8.578,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,BAD_POSTURE,0.6376,9.2252,0.411,0.208523,0.134406,0.417329,-3.6755,-5.2723,0.120431,0.096902,0.00818,0.0,0.0,8.36,10.1,-1.76,9.58,"[{""p"": ""recline"", ""dev"": 8.355, ""ratio"": 1.044}, {""p"": ""forward_head_only"", ""dev"": 9.225, ""ratio"": 1.671}]"
44,8.776,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,BAD_POSTURE,0.6531,9.5011,0.609,0.209008,0.134772,0.41796,-3.6788,-5.1959,0.120288,0.096753,0.008838,0.0,0.0,8.61,10.4,-1.76,9.74,"[{""p"": ""recline"", ""dev"": 8.607, ""ratio"": 1.076}, {""p"": ""forward_head_only"", ""dev"": 9.501, ""ratio"": 1.721}]"
45,8.968,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,BAD_POSTURE,0.6687,9.7738,0.801,0.209487,0.135134,0.418582,-3.6821,-5.1205,0.12013,0.096596,0.008714,0.0,0.0,8.86,10.69,-1.76,9.9,"[{""p"": ""recline"", ""dev"": 8.856, ""ratio"": 1.107}, {""p"": ""forward_head_only"", ""dev"": 9.774, ""ratio"": 1.771}]"
46,9.177,2026-05-26T11:13:31.549801,forward_head_only,거북목 경향,BAD_POSTURE,0.6844,10.044,1.01,0.209961,0.135493,0.419202,-3.6854,-5.046,0.119964,0.096422,0.007809,0.0,0.0,9.1,10.99,-1.77,10.07,"[{""p"": ""forward_head_full"", ""dev"": 9.681, ""ratio"": 1.82}, {""p"": ""recline"", ""dev"": 9.102, ""ratio"": 1.138}, {""p"": ""forward_head_only"", ""dev"": 10.044, ""ratio"": 1.82}]"
47,9.369,2026-05-26T11:13:31.551312,forward_head_only,거북목 경향,BAD_POSTURE,0.7002,10.3106,1.202,0.210429,0.135847,0.41982,-3.6887,-4.9708,0.119747,0.096226,0.007687,0.0,0.0,9.35,11.28,-1.77,10.23,"[{""p"": ""forward_head_full"", ""dev"": 9.876, ""ratio"": 1.869}, {""p"": ""recline"", ""dev"": 9.346, ""ratio"": 1.168}, {""p"": ""forward_head_only"", ""dev"": 10.311, ""ratio"": 1.869}]"
